Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
4/10/2017,8:50:34,30.7,78.6,10,3.8,UTTARKASHI,UTTARAKHAND
4/10/2017,5:24:31,27,95.6,10,3.2,TIRAP,ARUNACHAL PRADESH
4/7/2017,10:32:58,30.4,79.1,10,4,RUDRAPRAYAG,UTTARAKHAND
4/5/2017,16:44:34,14.5,92.9,10,5,ANDAMAN ISLANDS INDIA REGION,ANDAMAN & NICOBAR ISLANDS
4/5/2017,6:09:12,35.9,60.4,10,6.1,NORTHERN AND CENTRAL IRAN,IRAN
4/3/2017,17:40:16,-22.6,25.3,10,6.7,BOTSWANA,BOTSWANA
3/30/2017,3:40:23,26.5,93,24,3.5,NAGAON,ASSAM
3/29/2017,19:14:33,26.1,91.3,18,3.5,KAMRUP,ASSAM
3/29/2017,4:09:23,56.9,162.7,10,6.5,NEAR EAST COAST OF KAMCHATKA,RUSSIA
3/28/2017,10:18:49,26.5,93.5,10,3,DISTT KARBI ANGLONG,ASSAM
3/27/2017,10:50:23,52.8,172.2,40,6.1,NEAR ISLANDS,ALEUTIAN ISLANDS
3/26/2017,21:42:09,27.3,88.6,10,4.6,EAST SIKKIM,SIKKIM
3/25/2017,2:05:55,25,95.1,82,5,MYANMAR-INDIA BORDER,MYANMAR
3/24/2017,7:12:25,27.6,75.4,5,2.9,SIKAR,RAJASTHAN
3/21/2017,15:40:44,24.9,92.1,37,3.9,BANGLADESH-INDIA BORDER,BANGLADESH
3/19/2017,8:57:09,9.9,94,10,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/17/2017,14:01:49,11.5,92.7,60,4.9,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/17/2017,10:24:17,28.1,76.3,5,2.6,RAJASTHAN,RAJASTHAN
3/14/2017,2:51:19,6.4,92.2,10,5.9,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/14/2017,0:18:01,32.7,75.6,10,3.6,KATHUA,JAMMU & KASHMIR
3/13/2017,10:22:17,24.6,72.1,10,4.5,BANAS KANTHA,GUJARAT
3/10/2017,12:39:33,8.5,91.9,10,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/9/2017,8:39:56,32.5,76.6,5,3.5,CHAMBA,HIMACHAL PRADESH
3/9/2017,6:18:25,35.9,71.7,160,5,PAKISTAN,PAKISTAN
3/9/2017,2:55:15,25,94.2,36,4.1,UKHRUL,MANIPUR
3/7/2017,9:59:16,26.8,90.5,30,4.1,KOKRAJHAR,ASSAM
3/6/2017,2:44:16,35.7,74,50,4.8,NORTHWESTERN JAMMU KASHMIR,JAMMU & KASHMIR
3/5/2017,22:47:49,-6,149.2,30,6.5,NEW BRITAIN REGION,PAPUA NEW GUINEA
3/4/2017,6:50:44,5.5,90.9,10,3.3,WEST KHASI HILLS,MEGHALAYA
3/4/2017,2:11:52,25.2,94.6,70,5,MYANMAR-INDIA BORDER,MYANMAR
3/3/2017,23:38:13,24.3,94.2,70,3.5,CHANDEL,MANIPUR
3/1/2017,23:06:31,27.3,75.8,10,2.7,JAIPUR DISTRICT,RAJASTHAN
3/1/2017,20:09:31,32.3,76.6,10,3.8,CHAMBA,HIMACHAL PRADESH
2/28/2017,13:42:16,37.6,72.1,115,5.4,TAJIKISTAN,TAJIKISTAN
2/27/2017,16:23:23,34,75.8,10,2.8,JAMMU & KASHMIR,JAMMU & KASHMIR
2/27/2017,4:21:45,27.3,85.9,10,4.7,NEPAL,NEPAL
2/27/2017,3:37:47,27.3,85.9,10,5,NEPAL,NEPAL
2/25/2017,7:02:19,24.1,92.1,33,4,NORTH TRIPURA,TRIPURA
2/25/2017,0:00:44,28.7,96,10,3.5,DIBANG VALLEY,ARUNACHAL PRADESH
2/24/2017,21:00:44,28.7,96,36,3.2,DIBANG VALLEY,ARUNACHAL PRADESH
2/24/2017,17:27:38,-24.4,-178.8,413,6.7,SOUTH OF FIJI ISLANDS,FIJI ISLANDS
2/24/2017,12:02:49,24.1,93.4,20,5.2,DISTT. CHURACHANDPUR,MANIPUR
2/23/2017,21:39:16,27.3,88.1,150,3.5,SIKKIM,SIKKIM
2/23/2017,20:16:07,23.7,94.5,82,3.4,MYANMAR-INDIA(MANIPUR) BORDER REGION,MANIPUR
2/21/2017,14:09:04,-19.2,-63.9,578,6.3,SOUTHERN BOLIVIA,BOLIVIA
2/18/2017,18:53:42,26.6,93,30,3.4,DISTT. NAGAON,ASSAM
2/17/2017,7:46:56,28.6,76.9,5,2.1,DELHI HARYANA BORDER REGION,DELHI
2/16/2017,15:13:10,26.2,92.8,20,3.6,DISTT. NAGAON,ASSAM
2/12/2017,4:05:30,25.6,90.8,10,4.5,EAST GARO HILLS,MEGHALAYA
2/11/2017,18:12:51,23.9,91.8,10,3.5,DHALAI,TRIPURA
2/11/2017,17:21:13,30.5,79.1,5,3.2,RUDRAPRAYAG,UTTARAKHAND
2/10/2017,14:03:43,9.9,125.5,10,6.3,MADANAO ,PHILLIPPINES
2/8/2017,8:14:28,26.9,92.9,15,3.6,SONITPUR,ASSAM
2/7/2017,22:03:54,25.2,63.4,10,6.2,SOUTHWESTERN PAKISTAN,PAKISTAN
2/6/2017,20:21:45,30.6,79,10,3.6,DISTT. RUDRAPRAYAG,UTTARAKHAND
2/6/2017,17:03:08,30.5,79.1,33,5.8,DISTT. RUDRAPRAYAG,UTTARAKHAND
2/5/2017,12:54:59,27.9,93.8,10,3.8,LOWER SUBANSIRI ,ARUNACHAL PRADESH
2/4/2017,7:05:17,32.6,76.6,10,3.5,CHAMBA,HIMACHAL PRADESH
2/3/2017,13:35:48,30.5,79.2,10,3.6,CHAMOLI,UTTARAKHAND
1/31/2017,5:28:42,26.4,93.5,22,3.2,KARBI ANGLONG ,ASSAM
1/29/2017,9:09:04,24.8,92.8,10,3.2,CACHAR ,ASSAM
1/27/2017,7:40:55,36.4,71.5,10,5.2,HINDU KUSH REGION,AFGHANISTAN
1/24/2017,18:14:29,25.5,94.6,50,3.1,PHEK,NAGALAND
1/24/2017,12:25:38,25.6,91.7,15,3.4,WEST KHASI HILLS,MEGHALAYA
1/23/2017,9:33:05,30.8,78.2,10,3.5,DISTT. UTTARAKASHI,UTTARAKHAND
1/22/2017,4:29:43,-7.9,158.5,10,8,SOLOMON ISLANDS,SOLOMON ISLANDS
1/19/2017,23:04:23,-10.4,161.2,61,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS
1/18/2017,3:03:17,24.5,94.8,22,4.2,MYANMAR - INDIA BORDER,MYANMAR
1/18/2017,1:46:10,23.9,93,27,3.7,AIZAWL,MIZORAM
1/17/2017,15:22:16,27.6,88.6,10,3.6,NORTH SIKKIM,SIKKIM
1/17/2017,11:48:57,5.4,95.4,79,5.4,NORTHERN SUMATRA,INDONESIA
1/16/2017,12:42:07,3.3,98.5,10,5.4,NORTHERN SUMATRA,INDONESIA
1/12/2017,9:32:07,26.5,95.4,75,4.7,MYANMAR - INDIA (NAGALAND) BORDER,NAGALAND
1/11/2017,13:21:14,28.3,94.1,10,3.3,DISTT. UPPER SUBANSIRI,ARUNACHAL PRADESH
1/10/2017,15:27:41,30.3,79.4,5,3.2,DISTT. CHAMOLI ,UTTARAKHAND
1/10/2017,15:27:13,-10.1,161,10,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS
1/10/2017,6:13:47,4.4,122.6,626,6.9,CELEBES SEA,PACIFIC OCEAN
1/8/2017,4:28:16,25.2,94.4,20,3.3,DISTT. UKHRUL,MANIPUR
1/6/2017,15:03:52,24.1,91.9,55,3.9,DHALAI,TRIPURA
1/5/2017,5:56:52,25.1,95,123,4.3,MYANMAR - INDIA (MANIPUR) BORDER,MANIPUR
1/4/2017,13:40:32,24,92,15,3.4,DHALAI,TRIPURA
1/3/2017,18:49:51,23.4,94,10,5.4,MYANMAR-INDIA BORDER,MYANMAR
1/3/2017,9:09:03,24.1,91.9,28,5.7,DISTRICT. DHALAI,TRIPURA
1/2/2017,13:14:00,-23.3,179.2,550,6.1,SOUTH OF FIJI ISLANDS,FIJI ISLANDS
12/31/2018,2:35:35,54.6,-161.7,10,6,ALASKA PENINSULA,ALASKA
12/29/2018,12:59:56,19.7,72.8,10,2.9,DISTT - PALGHAR,MAHARASHTRA
12/29/2018,8:15:28,1.5,97.6,10,5,NORTHERN SUMATRA,INDONESIA
12/29/2018,3:39:05,6.1,126.9,10,7.1,MINDANAO,PHILLIPPINES
12/27/2018,16:46:09,12.9,93.7,10,4.3,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/27/2018,8:42:37,27.7,93.3,10,3.3,KURUNG KUMEY,ARUNACHAL PRADESH
12/27/2018,6:16:46,26.9,92.6,19.1,3.1,SONITPUR,ASSAM
12/27/2018,0:35:50,23.3,94.4,66,4.5,MYANMAR INDIA BORDER REGION,MYANMAR
12/26/2018,4:22:30,33.1,74.4,15,3.5,JAMMU & KASHMIR,JAMMU & KASHMIR
12/24/2018,12:41:19,55.4,164.3,10,6,KOMANDORSKIYE OSTROVA REGION,RUSSIA
12/23/2018,23:08:40,-20.3,-175,110,6.4,TONGA ISLANDS,TONGA ISLANDS
12/23/2018,18:17:59,36.2,75,10,3.7,JAMMU & KASHMIR,JAMMU & KASHMIR
12/23/2018,11:21:07,27.2,95.8,10,4,DISTT. CHANGLANG,ARUNACHAL PRADESH
12/20/2018,22:18:34,33,75.7,5,3.2,JAMMU & KASHMIR,JAMMU & KASHMIR
12/20/2018,17:01:54,55.2,164.6,10,7.3,KOMANDORSKIYE OSTROVA,RUSSIA
12/20/2018,13:10:45,29,77,10,2.6,SONIPAT,HARYANA
12/19/2018,15:27:15,20,72.7,10,2.8,DISTT. PALGHAR,MAHARASHTRA
12/19/2018,1:37:41,-36.2,-101,10,6.2,SOUTHEAST OF EASTER ISLANDS,PACIFIC OCEAN
12/18/2018,4:09:08,20,72.9,5,3,DISTT. PALGHAR,MAHARASHTRA
12/16/2018,11:15:22,36.7,75,33,4.2,JAMMU & KASHMIR,JAMMU & KASHMIR
12/16/2018,9:42:30,-3.8,140.3,10,6.1,PAPUA,INDONESIA
12/15/2018,1:26:00,27.7,94,10,3.3,LOWER SUBANSIRI,ARUNACHAL PRADESH
12/14/2018,21:24:59,28.8,77.1,12,2.6,DELHI-HARYANA(SONIPAT) BORDER REGION,DELHI
12/14/2018,10:03:27,20,72.7,10,3,DISTT.PALGHAR,MAHARASHTRA
12/12/2018,17:41:43,25.3,94.1,24,3.5,DISTT. SENAPATI ,MANIPUR
12/11/2018,2:26:32,-58.5,-26.3,156,7.2,SOUTH SANDWICH ISLANDS REGION,SANDWICH ISLAND
12/10/2018,3:34:56,20,72.7,10,2.7,DISTT. PALGHAR,MAHARASHTRA
12/10/2018,3:34:15,19.9,72.7,10,2.8,DISTT. PALGHAR,MAHARASHTRA
12/7/2018,22:18:10,20,72.8,10,2.9,DISTT. PALGHAR,MAHARASHTRA
12/5/2018,6:43:07,-22,169.7,10,6.5,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
12/5/2018,4:18:08,-21.9,169.5,10,7.5,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
12/4/2018,15:54:41,20,72.8,20,3.2,DISTT. PALGHAR,MAHARASHTRA
12/4/2018,0:52:58,30.2,77.4,15,3,DISTT. YAMUNANAGAR,HARYANA
12/1/2018,20:18:53,20,72.8,10,2.9,DISTT. PALGHAR,MAHARASHTRA
12/1/2018,20:08:34,20,72.8,13,3.1,DISTT. PALGHAR,MAHARASHTRA
12/1/2018,15:07:28,28.5,92.6,10,4.8,EASTERN XIZANG- INDIA(ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
12/1/2018,13:27:22,-7.5,128.7,135,6.3,BANDA SEA,INDONESIA
11/30/2018,19:22:32,31.5,77.6,10,3,DISTT. KULLU,HIMACHAL PRADESH
11/30/2018,17:29:23,61.5,-150,10,6.9,SOUTHERN ALASKA,ALASKA
11/29/2018,9:42:07,32.8,78.5,10,3.7,JAMMU & KASHMIR,JAMMU & KASHMIR
11/29/2018,9:00:10,33,78.5,10,4.3,JAMMU & KASHMIR,JAMMU & KASHMIR
11/28/2018,10:17:06,27.3,96.9,10,5.5,MYANMAR-INDIA (ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
11/28/2018,9:12:35,24.4,94.6,117,3.9,MYANMAR-INDIA (MANIPUR) BORDER REGION,MANIPUR
11/25/2018,16:37:32,34.2,45.7,10,6.1,IRAN - IRAQ BORDER REGION,IRAN
11/24/2018,9:45:48,19.9,72.8,10,3.3,DISTRICT PALGHAR,MAHARASHTRA
11/18/2018,20:25:46,-18,-178.9,542,6.6,FIJI ISLANDS,FIJI ISLANDS
11/16/2018,3:26:55,-10.6,163.1,10,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS
11/15/2018,20:02:23,-56.7,-25.6,10,6.4,SOUTH SANDWICH ISLANDS REGION,SANDWICH ISLAND
11/15/2018,4:31:26,6.3,93.3,10,4.5,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
11/14/2018,21:21:46,55.7,162,10,6.1,NEAR EAST COAST OF KAMCHATKA,RUSSIA
11/11/2018,14:04:00,15.5,-50,10,6.2,NORTH ATLANTIC OCEAN,ATLANTIC OCEAN
11/11/2018,12:55:26,19.9,73,10,3.2,DISTT.-PALGHAR,MAHARASHTRA
11/11/2018,7:07:32,29.7,80.6,10,5,NEPAL-INDIA (UTTARAKHAND) BORDER,UTTARAKHAND
11/10/2018,17:15:42,23.9,93.3,24,5.3,DISTT. CHAMPHAI,MIZORAM
11/10/2018,8:33:17,-20.6,-174,10,6.1,TONGA ISLANDS,TONGA ISLANDS
11/10/2018,0:18:56,19.6,76.8,10,3,DISTT.PARBHANI,MAHARASHTRA
11/9/2018,1:49:40,71.6,-11.3,10,6.5,JAN MAYEN ISLAND REGION,ARCTIC OCEAN
11/8/2018,7:37:49,28.1,95.7,22,3.5,DIBANG VALLEY,ARUNACHAL PRADESH
11/6/2018,22:50:40,24.1,94,49,4.1,DISTT.CHANDEL,MANIPUR
11/4/2018,18:52:14,19.6,76.9,15,2.9,DISTT.PARBHANI-HINGOLI BORDER,MAHARASHTRA
11/1/2018,22:19:50,-19.6,-69.3,93,6.1,NORTHERN CHILE,CHILE
10/31/2018,19:32:34,35.6,75.8,10,3.7,JAMMU & KASHMIR,JAMMU & KASHMIR
10/31/2018,15:53:34,27.3,88.6,10,2.8,EAST SIKKIM,SIKKIM
10/29/2018,14:43:38,34.3,78.3,10,5.3,JAMMU & KASHMIR,JAMMU & KASHMIR
10/29/2018,6:54:21,-57.5,-66.5,10,6.4,DRAKE PASSAGE,PACIFIC OCEAN
10/29/2018,6:27:51,34,78.8,10,4.4,JAMMU & KASHMIR,JAMMU & KASHMIR
10/28/2018,16:53:50,8.9,93.8,10,4.5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
10/26/2018,9:05:39,17.4,147.8,10,6.1,MARIANA ISLANDS REGION,MARIANA ISLANDS
10/25/2018,22:54:51,37.5,20.6,10,6.7,IONIAN SEA,GREECE
10/22/2018,6:22:48,49.1,-130,10,6.5,VANCOUVER ISLAND,CANADA
10/22/2018,6:16:30,49.2,-129.5,10,6.6,VANCOUVER ISLAND,CANADA
10/22/2018,5:39:40,49.3,-129.5,10,6.3,VANCOUVER ISLAND,CANADA
10/22/2018,3:41:54,31.7,78.3,5,3,DISTT. KINNAUR,HIMACHAL PRADESH
10/21/2018,12:36:38,33.5,75.2,5,3.3,JAMMU & KASHMIR,JAMMU & KASHMIR
10/19/2018,13:25:49,38.4,73.8,120,5.2,TAJIKISTAN-XINJIANG BORDER REGION,TAJIKISTAN
10/16/2018,1:03:42,-21.7,169.6,10,6.8,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
10/16/2018,0:28:12,-21.8,169.6,10,6.4,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
10/15/2018,22:36:18,30.7,78.6,5,3.2,DISTT. UTTARKASHI,UTTARAKHAND
10/13/2018,11:10:23,52.9,153.2,467,6.5,NORTHWEST OF KURIL ISLANDS,KURIL ISLANDS
10/11/2018,9:05:47,26.2,92.9,26,3.6,KARBI ANGLONG,ASSAM
10/10/2018,23:16:01,49.2,156.3,10,6.6,KURIL ISLANDS,PACIFIC OCEAN
10/10/2018,22:00:36,-5,151.7,140,6.3,NEW BRITAIN REGION,PAPUA NEW GUINEA
10/10/2018,21:13:12,-5.8,151,10,6,NEW BRITAIN REGION,PAPUA NEW GUINEA
10/10/2018,20:48:17,-5.7,151.1,10,6.8,NEW BRITAIN REGION,PAPUA NEW GUINEA
10/10/2018,18:44:56,-7.4,114.4,10,6,BALI SEA,INDONESIA
10/10/2018,10:28:05,20.1,94.7,10,4.9,MYANMAR,MYANMAR
10/9/2018,22:27:53,7.4,94.8,50,4.3,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
10/9/2018,7:45:10,49.4,156.4,10,6,KURIL ISLANDS,PACIFIC OCEAN
10/7/2018,2:39:37,36.7,74.5,106,4.6,JAMMU & KASHMIR,JAMMU & KASHMIR
10/6/2018,15:07:33,29,79.5,10,3.4,DISTT.-UDHAM SINGH NAGAR,UTTARAKHAND
10/5/2018,7:15:10,28.8,81.6,33,4.5,NEPAL-INDIA (UTTAR PRADESH) BORDER REGION,UTTAR PRADESH
10/5/2018,7:08:06,28.8,81.5,10,4.5,NEPAL-INDIA (UTTAR PRADESH) BORDER REGION,UTTAR PRADESH
10/2/2018,0:16:43,-10.5,120.1,10,6.1,SUMBA REGION,INDONESIA
10/1/2018,13:24:43,12.9,92.3,10,5,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
9/30/2018,10:52:23,-18.3,-178,554,6.4,FIJI ISLANDS REGION,FIJI ISLANDS
9/28/2018,10:02:44,-0.1,119.8,10,7.4,MINAHASSA PENINSULA,INDONESIA
9/25/2018,3:47:33,26.4,91.1,10,4.7,DISTT. BARPETA,ASSAM
9/24/2018,8:52:19,30.5,77.3,10,3.7,DISTT. SIRMAUR,HIMACHAL PRADESH
9/23/2018,5:52:11,12.2,146.2,10,6.1,SOUTH OF MARIANA ISLANDS,MARIANA ISLANDS
9/17/2018,8:09:56,24.8,94.2,25,3.5,UKHRUL,MANIPUR
9/16/2018,21:11:48,-25.4,178.3,562,6.2,SOUTH OF FIJI ISLANDS,FIJI ISLANDS
9/15/2018,6:41:21,31.8,78.5,10,3.4,DISTRICT KINNAUR,HIMACHAL PRADESH
9/14/2018,7:51:25,7.1,94.2,10,5.2,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
9/13/2018,17:23:35,26.4,90.1,10,4.3,DISTRICT-KOKRAJHAR,ASSAM
9/13/2018,3:49:02,19.7,76.9,10,2.5,DISTRICT-HINGOLI,MAHARASHTRA
9/12/2018,4:50:49,26.4,90.1,13,5.5,DISTRICT-KOKRAJHAR,ASSAM
9/12/2018,0:13:23,28.6,76.8,5,3.1,DISTRICT-JHAJJAR,HARYANA
9/11/2018,23:45:18,35.6,76.3,20,4.6,JAMMU & KASHMIR,JAMMU & KASHMIR
9/10/2018,19:31:39,-22.1,170.1,10,6.3,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
9/10/2018,4:18:59,-32.1,-179.1,89,7,SOUTH OF KERMADEC ISLANDS REGION,PACIFIC OCEAN
9/10/2018,0:58:06,28.6,76.8,10,3.7,DISTRICT-JHAJJAR,HARYANA
9/9/2018,19:31:39,-10,161.4,70,6.6,SOLOMON,SOLOMON
9/9/2018,11:07:03,28.5,76.7,10,3.8,DISTRICT-JHAJJAR,HARYANA
9/8/2018,7:16:48,7.2,126.5,10,6.1,MINDANAO,PHILLIPPINES
9/7/2018,2:12:05,-2.3,-78.8,101,6.2,ECUADOR,ECUADOR
9/6/2018,15:49:17,-18.5,179.4,650,7.9,FIJI ISLAND,FIJI ISLANDS
9/6/2018,3:04:47,32.7,75.9,5,3.2,JAMMU AND KASHMIR,JAMMU & KASHMIR
9/6/2018,0:13:51,0.7,96.9,10,5.5,OFF WEST COAST OF NOTHERN SUMATRA,INDONESIA
9/5/2018,19:05:15,32.8,76,10,3.4,DISTT-CHAMBA HIMACHAL PRADESH,HIMACHAL PRADESH
9/5/2018,18:07:56,42.8,141.7,10,6.8,HOKKAIDO,JAPAN
9/4/2018,17:53:26,26.5,94.8,22,3.5,DISTRICT-TUENSANG ,NAGALAND
9/1/2018,18:09:57,23.3,82.5,10,4.7,DISTRICT-KOREA,CHHATTISGARH
8/30/2018,18:04:36,27.5,75.6,5,3.5,DISTRICT-SIKAR,RAJASTHAN
8/29/2018,3:51:56,-21.1,170,10,6.9,SOUTH OF LOYALTY ISLANDS,LOYALTY ISLANDS
8/28/2018,22:35:07,16.7,146.8,10,6.5,MARIANA ISLAND,MARIANA ISLANDS
8/28/2018,13:03:29,22.6,87.7,10,4.8,DISTRICT-PASCHIM MEDINIPUR,WEST BENGAL
8/28/2018,7:08:09,-10.8,124.1,10,6,TIMOR REGION,TIMOR
8/25/2018,22:13:26,34.5,46.3,10,6,WESTERN IRAN,IRAN
8/24/2018,12:18:09,10.6,91.5,10,5,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
8/24/2018,10:49:27,10.5,91.7,10,5.5,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
8/24/2018,9:04:07,-11,-70.8,622,7,PERU-BRAZIL BORDER REGION,PERU
8/23/2018,21:55:50,27.8,75.7,18,3.7,DISTT. JHUNJHUNU,RAJASTHAN
8/23/2018,3:35:11,51.5,-177.8,50,6.2,ANDREANOF ISLANDS,ALEUTIAN ISLANDS
8/22/2018,14:25:18,26.3,91.7,15,4.1,DISTT.- KAMRUP,ASSAM
8/22/2018,9:31:50,43.7,-127.9,10,6.1,OFF COAST OF OREGON,OREGON
8/21/2018,22:32:27,-16,168.1,10,6.7,VANUATU ISLANDS,VANUATU
8/21/2018,21:31:30,10.8,-62.9,10,7,NEAR COAST OF VENEZUELA,VENEZUELA
8/20/2018,2:19:04,30.1,79.8,10,3.6,BAGESHWAR,UTTARAKHAND
8/19/2018,14:56:25,-8.4,116.6,10,6.7,SUMBAWA REGION,INDONESIA
8/19/2018,4:29:00,-17.1,-177.9,438,6.6,FIJI ISLANDS REGION,FIJI ISLANDS
8/19/2018,4:10:21,-8.3,116.5,10,6.5,SUMBAWA REGION,INDONESIA
8/19/2018,2:18:53,-18.3,-178.3,630,6.2,FIJI ISLANDS REGION,FIJI ISLANDS
8/19/2018,0:19:38,-18.2,-178,586,8,FIJI ISLANDS REGION,FIJI ISLANDS
8/17/2018,15:35:02,-7.5,119.8,547,6.2,FLORES SEA,FLORES SEA
8/16/2018,18:22:55,23.4,143.4,10,6.3,VOLCANO ISLANDS,JAPAN
8/16/2018,18:21:31,23.4,143.5,10,6,VOLCANO ISLANDS,JAPAN
8/16/2018,11:55:24,24.8,93.1,10,3.9,DISTT.CACHAR,ASSAM
8/16/2018,8:13:04,9.9,93.4,30,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
8/15/2018,21:56:53,51.4,-177.9,10,6.6,ANDREANOF ISLANDS,ALEUTIAN ISLANDS
8/15/2018,13:51:25,21.1,85,44,3.5,DISTRICT-ANGUL,ODISHA
8/14/2018,15:38:02,17.5,80.4,10,3.7,DISTRICT-KHAMMAM,TELANGANA
8/14/2018,3:29:50,-58.1,-25,10,6.2,SOUTH SANDWICH ISLANDS REGION,SANDWICH ISLAND
8/13/2018,16:07:10,14.2,93.2,10,4.7,ANDMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
8/12/2018,14:58:56,69.7,-145.1,10,6.3,NORTHERN ALASKA,ALASKA
8/8/2018,21:33:52,20.6,85.1,10,3.6,DISTRICT-CUTTACK,ODISHA
8/7/2018,16:17:59,24.2,82.6,10,3,DISTRICT-SIDHI,MADHYA PRADESH
8/6/2018,4:35:49,7.5,91.8,10,5.3,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
8/5/2018,11:46:34,-8.5,116.6,10,6.9,SUMBAWA REGION,INDONESIA
7/30/2018,19:48:51,32.3,76.3,10,3.1,KANGRA,HIMACHAL PRADESH
7/28/2018,22:47:37,-8.4,116.5,10,6.3,SUMBAWA REGION,INDONESIA
7/28/2018,3:05:41,29.3,77.8,10,3.5,DISTT.- MUZAFFARNAGAR,UTTAR PRADESH
7/27/2018,8:12:31,32.2,76.3,10,3.8,KANGRA,HIMACHAL PRADESH
7/26/2018,7:57:56,25.2,94.3,36,3.4,SENAPATI,MANIPUR
7/25/2018,13:22:12,32.2,76.2,10,2.9,DISTT. KANGRA,HIMACHAL PRADESH
7/22/2018,2:17:31,11.6,78.1,15,3.3,SALEM,TAMIL NADU
7/21/2018,19:37:45,34.4,74,10,4,JAMMU & KASHMIR,JAMMU & KASHMIR
7/21/2018,9:19:37,34.5,74.1,30,3.9,JAMMU & KASHMIR,JAMMU & KASHMIR
7/19/2018,23:49:12,26.4,90.6,40,3.3,DISTT.BONGAIGAON(ASSAM),ASSAM
7/19/2018,14:16:25,54.5,-161,10,6.1,ALASKA PENINSULA,ALASKA
7/13/2018,16:01:05,19.1,73.2,5,2.8,DISTT-RAIGARH,MAHARASHTRA
7/13/2018,9:46:50,-18.9,169,185,6.2,VANUATU ISLANDS,VANUATU
7/9/2018,8:05:48,30.6,79.3,25,3.2,DISST.- RUDRAPRAYAG,UTTARAKHAND
7/9/2018,7:22:17,12.5,75.6,10,3.4,DISST.- KODAGU,KARNATAKA
7/9/2018,5:40:26,2.5,99,157,5,NORTHERN SUMATRA,INDONESIA
7/8/2018,9:54:35,7.4,94.3,70,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
7/8/2018,4:13:22,27.3,75.9,10,4.3,DISTRICT JAIPUR,RAJASTHAN
7/6/2018,11:14:24,29.1,77.2,10,3.5,HARYANA (SONIPAT)-UTTAR PRADESH BORDER,HARYANA
7/6/2018,1:40:09,51.5,158,80,6,NEAR EAST COAST OF KAMCHATKA,RUSSIA
7/4/2018,20:34:53,14.7,96.4,10,5.2,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
7/4/2018,7:12:47,13.2,92.6,10,5.2,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
7/3/2018,23:55:16,13.2,93.8,10,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
7/2/2018,22:17:29,28.8,77.1,17,2.8,DELHI-HARYANA(SONIPAT) BORDER,DELHI
7/1/2018,10:07:03,28.9,77,5,4,DISTRICT SONIPAT,HARYANA
6/28/2018,4:07:50,27.7,84.9,10,4.7,NEPAL-INDIA (BIHAR) BORDER REGION,BIHAR
6/26/2018,12:16:01,27.3,88.6,10,3.9,GANGTOK,SIKKIM
6/25/2018,19:57:45,32.8,76,10,3.3,CHAMBA,HIMACHAL PRADESH
6/24/2018,15:58:10,26,93.6,16,3.5,KARBI ANGLONG,ASSAM
6/24/2018,11:07:49,23.8,94.5,40,4.4,MYANMAR-INDIA (MANIPUR) BORDER REGION,MANIPUR
6/22/2018,21:07:23,32.9,76.1,5,3,CHAMBA,HIMACHAL PRADESH
6/21/2018,21:13:30,-17.7,168.1,10,6.1,VANUATU ISLANDS,VANUATU
6/21/2018,20:29:22,7.4,94.6,10,5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
6/21/2018,3:31:23,23.9,93.9,40,4,MYANMAR-INDIA (MANIPUR) BORDER REGION,MANIPUR
