Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
11/7/2015,7:31:47,-30.8,-71.1,35,6.8,CHILE,CHILE
11/4/2015,3:44:14,-8.3,124.9,10,6.5,TIMOR REGION INDONESIA,INDONESIA
10/31/2015,5:16:46,25.5,91.8,10,4,SHILLONG,MEGHALAYA
10/29/2015,22:15:53,24.6,92.3,15,4.9,KARIMGANJ,ASSAM
10/27/2015,13:15:09,27.4,66,10,5.2,PAKISTAN,PAKISTAN
10/26/2015,9:09:31,36.5,70.8,190,7.5,AFGANISTAN,AFGHANISTAN
10/24/2015,4:35:00,30.3,80,20,3.9,DISTT. PITHORAGARH,UTTARAKHAND
10/23/2015,21:20:02,2.5,93.7,10,5.2,NORTHERN SUMATRA,INDONESIA
10/23/2015,0:27:39,29.7,70.4,25,5.6,PAKISTAN,PAKISTAN
10/20/2015,21:52:04,14.8,167.3,129,7.2,NORTH OF MARSHALL ISLAND,MARSHALL ISLANDS
10/19/2015,0:04:38,29.5,80.3,10,2.6,DISTT. PITHORAGARH,UTTARAKHAND
10/17/2015,6:29:42,25,94.1,10,3.5,SENAPATI-MANIPUR,MANIPUR
10/14/2015,5:43:06,48.9,156.1,10,6.1,KURIL ISLAND,PACIFIC OCEAN
10/11/2015,8:34:56,25.1,93.8,21,4.1,SENAPATI,MANIPUR
10/10/2015,1:48:43,27.2,88.8,15,4.5,SIKKIM,SIKKIM
10/9/2015,20:10:13,28.7,77.4,5,3,DELHI-NCR REGION,DELHI
10/8/2015,1:04:17,31.5,77,10,3.8,DISTT. MANDI,HIMACHAL PRADESH
10/2/2015,11:29:20,22.5,93.2,5,4,INDIA MIZORAM-MYANMAR BORDER,MIZORAM
9/29/2015,9:27:17,29.7,80.3,33,4.8,DISTT. PITHORAGARH,UTTARAKHAND
9/26/2015,2:51:19,-30.8,-71.2,50,6.5,CHILE,CHILE
9/25/2015,16:57:38,26.6,91.8,15,4.6,DARRANG,ASSAM
9/24/2015,15:53:33,-0.6,131.1,63,6.8,INDONESIA,INDONESIA
9/21/2015,17:40:03,-31.8,-71.4,48,6.5,CHILE,CHILE
9/21/2015,5:39:37,-31.6,-71.3,52,6,NEAR COAST OF CENTRAL CHILE,CHILE
9/18/2015,9:10:47,-32.3,-71.7,26,6.1,CHILE,CHILE
9/17/2015,18:34:16,24.7,94.5,72,4.5,UKHRUL,MANIPUR
9/17/2015,4:10:35,-31.4,-71.1,66,6.3,CHILE.,CHILE
9/17/2015,3:55:06,-31,-71.4,45,6.1,CHILE.,CHILE
9/16/2015,23:18:48,-31.5,-71.3,30,6.5,NEAR COAST OF CENTRAL CHILE.,CHILE
9/16/2015,22:54:34,-31.5,-71.4,10,7.7,NEAR COAST OF CENTRAL CHILE.,CHILE
9/16/2015,14:03:23,-6,151.2,15,6.1,NEAR BRITAIN REGION,PAPUA NEW GUINEA
9/16/2015,11:10:10,35.5,78.6,15,5,J&K,JAMMU & KASHMIR
9/15/2015,22:38:33,35.5,78.5,10,4.4,J&K,JAMMU & KASHMIR
9/13/2015,9:45:20,28.6,76.4,10,3.3,BHIWANI,HARYANA
9/13/2015,8:14:15,25.1,-109,10,6.5,MEXICO,MEXICO
9/9/2015,21:03:20,36,70.6,98,5.1,HINDUKUSH REGION AFGANISTAN,HINDU KUSH
9/7/2015,12:55:48,27.6,87.9,15,4.2,NEPAL,NEPAL
9/7/2015,10:13:46,24.3,93.2,10,3.3,DISTT-CHURACHANDPUR,MANIPUR
9/6/2015,12:23:14,26.2,92.8,10,3.4,NAGAON,ASSAM
9/5/2015,5:39:00,26.3,92.8,10,4,NAGAON,ASSAM
9/4/2015,11:49:52,36.5,70.9,123,5.4,HINDUKUSH,AFGHANISTAN
9/3/2015,17:57:50,27.6,75.6,10,4.4,SIKAR,RAJASTHAN
9/1/2015,19:17:04,36.4,71.3,223,5.1,HINDUKUSH,AFGHANISTAN
8/30/2015,13:17:35,27.5,85.6,15,4,NEPAL,NEPAL
8/28/2015,19:21:56,25.5,89.4,10,4,BANGLADESH-INDIA BORDER,BANGLADESH
8/26/2015,1:56:52,18.7,84.5,15,3.3,SRIKAKULAM,ANDHRA PRADESH
8/25/2015,3:29:39,5,93.1,10,5.3,NORTHERN SUMATRA,INDONESIA
8/24/2015,6:53:43,27.8,87.1,10,3.7,NEPAL,NEPAL
8/23/2015,9:02:03,27.6,86,10,5,NEPAL,NEPAL
8/19/2015,19:18:11,31.7,77,10,4,HIMACHAL PRADESH,HIMACHAL PRADESH
8/15/2015,18:11:39,27.6,85.9,10,4.6,NEPAL,NEPAL
8/15/2015,5:42:24,27.4,88,35,4,SIKKIM,SIKKIM
8/12/2015,18:49:27,-9.3,157.7,35,6.7,SOLOMON ISLAND,SOLOMON ISLANDS
8/10/2015,10:05:24,36.5,71.3,210,6.2,HINDUKUSH REGION,AFGHANISTAN
8/10/2015,4:12:13,-9.3,157.8,10,6.7,SOLOMON ISLAND,SOLOMON ISLANDS
8/9/2015,22:30:26,28,84.7,10,4.4,NEPAL,NEPAL
8/6/2015,21:43:37,30.3,79.5,10,2.9,DISTT. CHAMOLI UTTARAKHAND,UTTARAKHAND
8/4/2015,16:44:38,36.5,71.1,138,5.2,HINDUKUSH REGION AFGANISTAN,HINDU KUSH
8/3/2015,20:47:48,11.8,92.4,28,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
8/3/2015,19:55:42,4.7,95.2,60,5,NORTHERN SUMATRA,INDONESIA
8/3/2015,13:16:02,27.4,66.1,10,5.5,PAKISTAN,PAKISTAN
7/29/2015,2:35:58,60.1,-153.4,96,6.4,SOUTHERN ALASKA,ALASKA
7/27/2015,21:41:20,-2.7,138.5,45,6.9,IRIAN-JAYA INDONESIA,INDONESIA
7/27/2015,7:33:42,27.3,91,10,4.3,BHUTAN,BHUTAN
7/27/2015,4:49:45,52.4,-169.6,10,6.8,FOX ISLANDS,ALASKA
7/26/2015,16:59:08,30,80.4,10,3.4,UTTARAKHAND,UTTARAKHAND
7/26/2015,10:04:05,36.6,71.6,10,5,HINDUKUSH,HINDU KUSH
7/24/2015,20:59:56,33.8,73.1,10,5.3,PAKISTAN,PAKISTAN
7/23/2015,14:36:05,21.4,79.9,10,3.9,GONDIYA,MAHARASHTRA
7/23/2015,6:04:14,15.8,74,9,2.9,SINDHUDURG,MAHARASHTRA
7/18/2015,23:48:07,30.5,79.1,13,4.3,UTTARAKHAND,UTTARAKHAND
7/18/2015,2:27:34,-10.2,165.1,10,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS
7/16/2015,15:16:31,13.9,-58.6,6,6.3,NORTH ATLANTIC OCEAN,ATLANTIC OCEAN
7/15/2015,11:26:01,27.5,66.2,14,5.3,PAKISTAN,PAKISTAN
7/15/2015,2:30:20,36,72,80,5.2,HINDUKUSH REGION AFGHANISTAN,HINDU KUSH
7/14/2015,14:35:50,35.9,71.1,80,5.2,HINDUKUSH REGION AFGHANISTAN,HINDU KUSH
7/10/2015,22:27:33,25.6,90.6,10,4.2,EAST GARO HILLS,MEGHALAYA
7/10/2015,21:13:00,27.4,86,10,4.5,NEPAL,NEPAL
7/10/2015,12:53:22,26.8,90.4,10,4.5,ASSAM,ASSAM
7/10/2015,4:12:41,-9.4,158.2,10,6.8,SOLOMON ISLAND,SOLOMON ISLANDS
7/7/2015,5:10:22,44,148,10,6.6,KURIL ISLAND,PACIFIC OCEAN
7/3/2015,20:04:08,27.7,85,10,4.3,NEPAL,NEPAL
7/3/2015,6:43:17,10.2,126,30,6,PHILIPPINE ISLANDS REGION,PHILLIPPINES
7/3/2015,3:16:35,11.4,95,10,5.8,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
7/3/2015,1:07:45,37.5,78.2,10,6.2,SOUTHERN XINJIANG,CHINA
7/3/2015,0:37:40,13.3,93.2,25,4.2,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
7/2/2015,7:18:24,34.4,73.8,10,5.1,INDIA (J&K) BORDER,JAMMU & KASHMIR
7/2/2015,1:56:12,27.8,85.3,10,4,NEPAL,NEPAL
6/29/2015,22:07:45,36.6,71.4,160,5.5,HINDUKUSH REGION,HINDU KUSH
6/29/2015,17:27:09,26.7,95,10,3.5,MON,NAGALAND
6/28/2015,23:57:14,27.6,86.1,10,4.6,NEPAL,NEPAL
6/28/2015,1:05:25,26.5,90.1,10,5.6,KOKRAJHAR,ASSAM
6/23/2015,20:33:21,30.4,78.3,10,3.2,UTTARAKHAND,UTTARAKHAND
6/20/2015,21:28:07,-20.4,-178.4,547,6.2,FIJI ISLANDS,FIJI ISLANDS
6/20/2015,12:23:04,28.5,82.7,10,4.2,NEPAL,NEPAL
6/20/2015,2:10:12,-36.3,-73.6,38,6.5,CHILE,CHILE
6/18/2015,14:36:07,22.8,92.2,33,3.8,INDIA-BANGLADESH BORDER,BANGLADESH
6/17/2015,12:51:41,-35.5,-16.3,82,6.8,SOUTH ATLANTIC OCEAN,SOUTH ATLANTIC OCEAN
6/17/2015,2:15:16,28.1,85.6,10,4.4,NEPAL-CHINA BORDER,NEPAL
6/17/2015,0:30:01,27.7,85.3,10,4.1,NEPAL,NEPAL
6/14/2015,7:47:52,27.5,86,10,4,NEPAL,NEPAL
6/13/2015,1:18:29,27.6,86,10,4.6,NEPAL,NEPAL
6/12/2015,18:29:31,14.1,93.5,38,5.2,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
6/12/2015,4:34:07,27.8,86.1,10,3.8,NEPAL,NEPAL
6/11/2015,19:37:06,28.3,84.8,10,4,NEPAL,NEPAL
6/11/2015,16:12:17,27.9,85.7,10,4.7,NEPAL-TIBET BORDER REGION,NEPAL
6/11/2015,4:51:26,39.6,143.3,25,6,JAPAN,JAPAN
6/11/2015,4:17:46,27.5,85.7,10,4,NEPAL,NEPAL
6/10/2015,13:52:05,-22.3,-68.2,102,6,CHILE,CHILE
6/8/2015,6:01:10,41.6,141.9,58,6,JAPAN,JAPAN
6/7/2015,5:17:41,27.6,85.9,10,3.5,NEPAL,NEPAL
6/4/2015,23:15:51,6,116.6,60,6,MALAYSIA,MALAYSIA
6/4/2015,13:43:32,27.5,92.9,10,3.2,EAST KAMENG,ARUNACHAL PRADESH
6/3/2015,11:28:23,30.5,79.3,10,4,CHAMOLI,UTTARAKHAND
6/2/2015,22:09:08,25.8,89.9,10,3.9,DHUBRI,ASSAM
6/2/2015,20:33:07,29.8,81.8,10,4,NEPAL,NEPAL
5/30/2015,18:49:08,30.8,142.9,10,6.5,IZU ISLANDS,JAPAN
5/30/2015,16:28:19,27.8,85,10,4,NEPAL,NEPAL
5/30/2015,11:23:02,27.8,140.4,660,7.9,BONIN ISLANDS,JAPAN
5/29/2015,7:00:04,56.8,-156.7,27,6.9,ALASKA,ALASKA
5/29/2015,3:57:54,25.9,90.2,15,3.9,MEGHALAYA,MEGHALAYA
5/28/2015,15:19:28,25.8,91.2,10,3.5,KAMRUP,ASSAM
5/28/2015,11:46:28,28.1,93.4,10,4,ARUNACHAL PRADESH,ARUNACHAL PRADESH
5/26/2015,17:24:14,24.4,93.8,30,4.1,CHURACHANDPUR,MANIPUR
5/26/2015,17:07:15,27.9,85.1,10,4.5,NEPAL,NEPAL
5/24/2015,4:53:23,-16.8,-14.1,10,6.1,SOUTHERN MID ATLANTIC RIDGE,ATLANTIC RIDGE
5/23/2015,11:53:57,30.4,79.2,10,3.2,CHAMOLI,UTTARAKHAND
5/22/2015,23:59:34,-11,163.1,10,6.7,SOLOMON ISLANDS,SOLOMON ISLANDS
5/22/2015,21:45:17,-10.8,163.5,10,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS
5/22/2015,20:52:36,24.5,93.4,63,3.2,CHURACHANDPUR,MANIPUR
5/22/2015,20:11:35,24.7,93.2,10,3.9,TAMENGLONG,MANIPUR
5/20/2015,22:48:58,-10.8,164.1,49,6.5,SOLOMON ISLANDS,SOLOMON ISLANDS
5/20/2015,3:31:43,38.6,70.2,9,5.3,TAJIKISTAN-AFGANISTAN BORDER,TAJIKISTAN
5/19/2015,15:25:37,-54.4,-132.4,128,6,SOUTH PACIFIC OCEAN,PACIFIC OCEAN
5/17/2015,11:16:55,24,61.3,30,5.2,OFF COAST OF PAKISTAN,PAKISTAN
5/16/2015,11:34:10,27.5,86,10,5.7,NEPAL,NEPAL
5/15/2015,1:42:42,27.8,84.7,10,5,NEPAL,NEPAL
5/14/2015,16:01:22,24.1,61.4,20,5.3,OFF COAST OF PAKISTAN,PAKISTAN
5/12/2015,21:12:59,38.9,141.8,50,6.7,JAPAN,JAPAN
5/12/2015,7:36:54,27.6,86.1,10,6.2,NEPAL,NEPAL
5/12/2015,7:34:23,27.6,86.2,15,5.4,NEPAL,NEPAL
5/12/2015,7:05:19,27.7,86,10,7.3,NEPAL,NEPAL
5/9/2015,1:01:41,23.3,70.4,10,3.4,KACHHA,GUJARAT
5/8/2015,3:12:18,1.5,97.7,51,5.9,NORTH SUMATRA,INDONESIA
5/7/2015,16:21:28,1.5,97.1,10,5,NORTH SUMATRA,INDONESIA
5/7/2015,16:15:24,1.7,97.2,10,5,NORTH SUMATRA,INDONESIA
5/7/2015,11:00:44,27.3,92.2,10,3.2,ARUNACHAL PRADESH,ARUNACHAL PRADESH
5/7/2015,7:10:24,-7.3,154.5,50,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA
5/5/2015,1:44:04,-5.8,151.8,10,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA
5/1/2015,8:58:45,10.8,92,10,5.4,ANDAMAN ISLAND,ANDAMAN & NICOBAR ISLANDS
5/1/2015,8:06:06,-5.2,151.7,60,6.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA
4/30/2015,20:33:19,26,94.8,10,3.5,NAGALAND,NAGALAND
4/30/2015,20:19:00,26.7,92.6,10,3.4,TEZPUR,ASSAM
4/30/2015,19:21:20,26.5,94.3,10,4.7,ASSAM-NAGALAND BORDER,ASSAM
4/30/2015,10:44:59,-5.4,151.8,35,6.7,NEW BRITAIN REGION P.N.G,PAPUA NEW GUINEA
4/30/2015,9:00:21,28.7,96.5,10,3.8,ARUNACHAL PRADESH-CHINA BORDER,ARUNACHAL PRADESH
4/29/2015,22:10:53,28.4,87.3,16,4.7,TIBET,TIBET
4/29/2015,0:48:19,26.8,92.5,5,3.5,SONITPUR,ASSAM
4/28/2015,5:03:24,37.3,72.1,143,5.1,TAJAKISTAN,TAJIKISTAN
4/27/2015,12:35:49,26.7,88.1,10,5.1,NEPAL-INDIA BORDER,NEPAL
4/26/2015,16:26:05,27.6,85.7,10,5.3,NEPAL,NEPAL
4/26/2015,15:56:51,26.3,92.8,30,3.2,NAGAON,ASSAM
4/26/2015,7:09:08,27.6,85.9,10,6.9,NEPAL,NEPAL
4/25/2015,6:45:20,28.1,84.8,10,6.6,NEPAL,NEPAL
4/25/2015,6:11:25,28.1,84.6,10,7.9,NEPAL,NEPAL
4/24/2015,13:56:15,51.7,-130.8,40,6.1,CANADA,CANADA
4/24/2015,3:36:48,-41.9,173.1,58,6.1,NEW ZEALAND,NEW ZEALAND
4/23/2015,23:58:20,12.9,95.4,10,5.1,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
4/23/2015,20:26:37,27.3,88.1,10,4,WEST SIKKIM,SIKKIM
4/22/2015,22:57:13,-12.2,166.2,22,6,SANTA CRUZ ISLANDS,SANTA CRUZ ISLANDS
4/21/2015,14:02:16,28.9,82.4,5,4.9,NEPAL,NEPAL
4/21/2015,0:17:28,14.3,92.9,10,5,NORTH OF ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
4/20/2015,12:00:01,24.2,122.6,45,6.5,TAIWAN,CHINA
4/20/2015,1:43:01,24.2,122.4,50,6.3,TAIWAN,CHINA
4/19/2015,18:40:21,2,99,125,5.2,NORTHERN SUMATRA,INDONESIA
4/18/2015,9:48:06,26.6,92.4,60,3.2,SONITPUR,ASSAM
4/17/2015,15:52:54,-15.9,-178.4,10,6.2,FIJI,FIJI ISLANDS
4/17/2015,0:20:14,26.3,92.4,10,3.8,MARIGAON,ASSAM
4/16/2015,22:05:49,26.8,92.7,10,4.8,SONITPUR,ASSAM
4/16/2015,18:07:42,35.2,26.8,10,6.1,GREECE,GREECE
4/15/2015,17:57:04,24.3,95.9,10,4.1,MYANMAR,MYANMAR
4/12/2015,23:39:37,24.1,93.8,60,3.5,CHANDEL,MANIPUR
4/9/2015,22:49:40,14.2,92.9,10,5.1,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
4/9/2015,12:58:25,25.6,91.5,26,2.8,WEST KHASI HILLS,MEGHALAYA
4/9/2015,11:19:55,26.6,92.8,10,3.1,SONITPUR,ASSAM
4/8/2015,1:43:46,21.9,89.5,10,4.5,BANGLADESH,BANGLADESH
4/3/2015,12:45:22,10.6,93.2,100,4,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
4/2/2015,4:10:09,-17.8,-178.6,543,6.1,FIJI,FIJI ISLANDS
4/1/2015,21:23:54,30.2,79.4,10,5.1,CHAMOLI,UTTARAKHAND
3/30/2015,19:56:48,24.6,93.1,10,3,MANIPUR-ASSAM BORDER,ASSAM
3/30/2015,8:18:01,-15.4,-172.8,10,6,TONGA ISLAND,TONGA ISLANDS
3/30/2015,7:56:54,-15.3,-172.9,10,6,TONGA ISLAND,TONGA ISLANDS
3/29/2015,23:48:33,-4.7,152.5,55,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA
3/29/2015,1:03:02,27.9,94.3,10,3.4,ARUNACHAL PRADESH,ARUNACHAL PRADESH
3/28/2015,22:28:53,0.3,122,130,6.1,SULAWESI INDONESIA,INDONESIA
3/28/2015,16:36:56,-22,-68.3,114,6,NORTHERN CHILE,CHILE
3/27/2015,18:51:49,10.1,93.5,70,5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/27/2015,3:39:08,2.7,97.3,17,5,NORTHERN SUMATRA INDONESIA,INDONESIA
3/25/2015,10:13:08,13.4,91.9,6,4,NORTH ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
3/25/2015,6:41:32,36.5,71.5,108,5.1,AFGANISTAN,AFGHANISTAN
3/23/2015,23:27:45,26.1,94.5,20,3.5,NAGALAND,NAGALAND
3/23/2015,11:53:26,29.1,77.5,10,3,MEERUT,UTTAR PRADESH
3/23/2015,10:13:56,23.7,121.7,68,6,TAIWAN,CHINA
3/23/2015,4:51:34,-18.2,-69.1,96,6.3,NORTHERN CHILE,CHILE
3/22/2015,18:12:26,2,89.6,10,5.2,INDIAN OCEAN,INDIAN OCEAN
3/22/2015,12:06:37,22,92.9,10,4,MYANMAR-INDIA BORDER,MYANMAR
3/22/2015,10:20:19,25.4,92.6,44,3.7,MEGHALAYA,MEGHALAYA
3/21/2015,17:44:37,36.4,71.7,86,5.1,HINDUKUSH REGION,AFGHANISTAN
3/20/2015,21:44:58,24.9,94.6,10,3.1,MANIPUR,MANIPUR
3/20/2015,15:42:49,-4.7,154.7,10,6,SOLOMON ISLANDS,SOLOMON ISLANDS
3/19/2015,9:41:55,24,72.7,5,3.5,MAHESANA,GUJARAT
3/19/2015,3:36:59,16.1,80.9,5,3,ANDHRA PRADESH,ANDHRA PRADESH
3/19/2015,2:14:58,36.8,73.5,10,3.8,INDIA-PAK BORDER,PAKISTAN
3/17/2015,22:12:33,1.6,126.3,89,6.2,MOLUCCA SEA,PACIFIC OCEAN
3/17/2015,15:28:41,24.5,94.5,98,4,MYANMAR-INDIA BORDER,MYANMAR
3/10/2015,20:55:43,6.8,-72.9,140,6.2,NORTHERN COLOMBIA,COLOMBIA
3/7/2015,10:58:20,25.1,94.2,30,3.1,UKHRUL-MANIPUR,MANIPUR
3/5/2015,0:07:18,0.3,97.1,10,5.4,NORTHERN SUMATRA INDONESIA,INDONESIA
2/27/2015,13:45:05,-7.3,122.4,540,6.8,FLORES SEA,FLORES SEA
2/26/2015,21:59:02,34.6,73.2,10,5.3,PAKISTAN,PAKISTAN
2/26/2015,13:58:10,36.4,71,96,5.1,AFGANISTAN,AFGHANISTAN
2/25/2015,0:39:24,16.7,80.1,10,4,GUNTUR,ANDHRA PRADESH
2/21/2015,15:55:38,25.2,94.3,28,3.4,UKHRUL-MANIPUR,MANIPUR
2/21/2015,10:13:56,39.9,143.5,20,6,OFF EAST COAST OF HONSHU,JAPAN
2/20/2015,4:25:24,39.9,143.5,15,6.3,OFF EAST COAST OF HONSHU,JAPAN
2/19/2015,13:18:34,-16.4,168,10,6.6,VANUATU ISLANDS,VANUATU
2/19/2015,9:18:24,26.6,96.2,10,3.8,MYANMAR,MYANMAR
2/18/2015,4:07:49,24.1,93.7,30,3.6,CHURACHANDPUR,MANIPUR
2/16/2015,23:06:30,39.9,142.8,10,6.7,OFF. EAST COAST OF HONSHU,JAPAN
2/16/2015,22:00:55,-55.6,-28.3,10,6.2,SOUTH SANDWICH ISLAND,SANDWICH ISLAND
2/15/2015,14:14:16,34.1,75.2,10,4.2,JAMMU AND KASHMIR,JAMMU & KASHMIR
2/14/2015,17:06:51,26.7,87.6,10,3.8,NEPAL BORDER,NEPAL
2/13/2015,18:59:13,52.6,-31.8,10,6.8,NORTH MID ATLANTIC RIDGE,MID ATLANTIC RIDGE
2/12/2015,15:32:52,24,94,50,3.5,MANIPUR,MANIPUR
2/12/2015,14:32:59,24.2,94,90,5,MANIPUR,MANIPUR
2/12/2015,8:19:35,34,74.1,14,3.5,JAMMU & KASHMIR,JAMMU & KASHMIR
2/11/2015,18:57:17,-22.9,-66.4,174,6.5,JUJUY,ARGENTINA
2/11/2015,14:32:27,1.6,98.1,10,5,NORTHERN SUMATRA,INDONESIA
2/11/2015,3:30:11,13.2,92.2,20,5.3,NORTH ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
2/9/2015,14:13:10,9.2,93.3,10,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
2/7/2015,23:35:59,36.7,73.3,70,4.5,NORTHWESTERN KASHMIR,JAMMU & KASHMIR
2/6/2015,22:39:27,25.4,94.6,15,3.5,UKHRUL-MANIPUR,MANIPUR
2/6/2015,13:13:09,26.9,91.9,10,3.5,DARRANG-ASSAM,ASSAM
2/4/2015,10:44:17,33,83.4,10,5.3,XIZANG,CHINA
2/3/2015,9:28:11,25.9,91.2,11,3.5,KAMRUP,ASSAM
2/2/2015,11:04:36,4.3,96.2,150,5.2,NORTH SUMATRA,INDONESIA
2/2/2015,10:49:49,-32.6,-67.1,171,6.3,SAN LUIS,ARGENTINA
2/1/2015,21:30:47,26.4,93.2,10,4.1,KARBI ANGLONG,ASSAM
1/31/2015,21:11:11,24.3,94.1,85,3.4,MANIPUR,MANIPUR
1/31/2015,13:59:47,28.2,83.8,10,4.6,NEPAL,NEPAL
1/28/2015,2:43:21,-20.9,-178.3,500,6.2,FIJI ISLANDS,FIJI ISLANDS
1/27/2015,0:53:25,1.2,97.3,40,5.5,NORTHERN SUMATRA,INDONESIA
1/26/2015,18:29:27,12.5,92.8,50,4.5,MIDDLE ANDAMAN ISLAND,ANDAMAN & NICOBAR ISLANDS
1/24/2015,16:11:32,25.1,95,10,4.8,MYANMAR-INDIA BORDER REGION,MYANMAR
1/23/2015,4:48:54,30,81.6,10,3.2,NEPAL-INDIA(UTTARAKHAND)BORDER,UTTARAKHAND
1/23/2015,3:47:25,-17,168.4,198,6.6,VANUATU ISLANDS,VANUATU
1/23/2015,0:29:44,12.9,92.8,38,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
1/22/2015,7:43:14,12.9,93,15,4,NORTH ANDAMAN ISLAND,ANDAMAN & NICOBAR ISLANDS
1/15/2015,1:33:01,22.6,92.5,5,4,INDIA-BANGLADESH BORDER,BANGLADESH
1/14/2015,15:49:52,28.9,77,5,3.3,SONIPAT,HARYANA
1/13/2015,6:33:56,24.6,94,10,3.2,MANIPUR,MANIPUR
1/10/2015,13:06:36,11,93.5,117,4.9,ANDAMAN ISLAND,ANDAMAN & NICOBAR ISLANDS
1/9/2015,22:59:13,2.7,96.1,48,5.4,WEST COAST OF ACEH,INDONESIA
1/5/2015,19:41:40,29,81.8,5,4.2,NEPAL,NEPAL
1/5/2015,9:20:15,24.1,93.7,10,3.7,CHURACHANDPUR,MANIPUR
1/2/2015,7:23:34,24.1,93.9,20,3.5,MANIPUR,MANIPUR
12/29/2016,22:30:10,-9.2,118.6,120,6.3,SUMBAWA REGION,INDONESIA
12/27/2016,21:21:53,12.7,94.1,48,4.2,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/26/2016,22:26:55,31.4,77.2,10,3.2,MANDI,HIMACHAL PRADESH
12/26/2016,16:17:18,25.7,74.2,10,3.5,DISTT-RAJSAMAND-BHILWARA,RAJASTHAN
12/26/2016,8:45:48,30.8,77.9,10,3.5,DISTRICT.DEHRADUN,UTTARAKHAND
12/26/2016,8:45:48,30.8,77.9,10,3.5,DISTRICT-DEHRADUN,UTTARAKHAND
12/25/2016,14:22:23,-43.3,-74,10,7.5,SOUTHERN CHILE,CHILE
12/23/2016,4:56:16,12.5,92.3,13,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/21/2016,21:53:26,24.2,94.2,11,3.8,CHANDEL,MANIPUR
12/21/2016,16:43:57,21.5,145.4,10,6.1,MARIANA ISLANDS REGION,MARIANA ISLANDS
12/21/2016,0:17:23,-7.5,127.8,190,6.5,BANDA SEA,INDONESIA
12/20/2016,8:56:18,27,92.6,15,3.1,WEST KAMENG,ARUNACHAL PRADESH
12/20/2016,7:01:20,26.6,92.8,35,3.6,SONITPUR,ASSAM
12/20/2016,4:21:28,-10.2,161.2,10,6.5,SOLOMON ISLANDS,SOLOMON ISLANDS
12/19/2016,17:14:02,24.9,94.1,70,3.2,SENAPATI,MANIPUR
12/19/2016,4:31:56,30.9,78,10,3.4,UTTARKASHI,UTTARAKHAND
12/18/2016,16:08:10,26.1,92.2,10,3.2,MARIGAON,ASSAM
12/18/2016,5:46:21,-10.2,161.3,10,6.1,SOLOMON ISLAND,SOLOMON ISLANDS
12/18/2016,2:16:16,28.6,94.9,106,3.8,UPPER SIANG,ARUNACHAL PRADESH
12/17/2016,17:26:00,33.8,73.7,10,4.6,INDIA (J&K)- PAKISTAN BORDER REGION,JAMMU & KASHMIR
12/17/2016,11:27:36,-5.7,153.8,60,6,NEW IRELAND REGION. P.N.G.,PAPUA NEW GUINEA
12/17/2016,10:51:12,-4.6,153.4,110,7.5,NEW IRELAND REGION,PAPUA NEW GUINEA
12/13/2016,22:41:37,30.9,78,5,3.4,UTTARKASHI,UTTARAKHAND
12/13/2016,19:14:04,30.8,78,5,3.9,DEHRADUN,UTTARAKHAND
12/12/2016,7:48:56,26.5,93.5,40,3.1,KARBI ANGLONG,ASSAM
12/12/2016,2:21:40,30.8,78.2,10,2.8,UTTARKASHI,UTTARAKHAND
12/11/2016,19:43:15,25.3,91.4,33,3.2,WEST KHASI HILLS,MEGHALAYA
12/11/2016,1:57:26,25.7,91.7,10,4.2,WEST KHASI HILLS,MEGHALAYA
12/9/2016,19:10:06,-10.7,161.2,10,6.5,SOLOMON ISLANDS,SOLOMON ISLANDS
12/8/2016,17:38:43,-10.7,161.3,10,7.7,SOLOMON ISLANDS,SOLOMON ISLANDS
12/8/2016,14:49:48,40.6,-126.2,10,6.6,OFF COAST OF NORTH CALIFORNIA,CALIFORNIA
12/8/2016,9:36:01,8.9,117.9,10,6,PALAWAN,PHILLIPPINES
12/8/2016,9:33:05,25.4,94.1,5,3.2,DISTT. SENAPATI,MANIPUR
